time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_good_high_claim,statistics_error_lead_to_a_shot,statistics_big_chance_missed,statistics_hit_woodwork,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_blocked_scoring_attempt,statistics_saved_shots_from_inside_the_box,statistics_penalty_won,statistics_penalty_conceded,statistics_clearance_off_line,player_captain,statistics_punches,statistics_goals_prevented,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_error_lead_to_a_goal,statistics_last_man_tackle,statistics_penalty_miss
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Gonzalo Escobar,33,D,FALSE,25,16,5,1,4,3,0,NA,82,36,6.4,10,1,0,0,9,1,1,1,1,NA,0,0,0,0,1,0,0,0,NA,NA,0,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Yago Pikachu,22,M,FALSE,22,17,3,1,1,1,0,NA,90,30,6.4,5,1,0,1,10,0,0,2,2,NA,0,1,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Tomás Pochettino,7,M,FALSE,30,23,7,2,4,0,0,NA,75,37,6.9,7,0,0,0,7,2,1,1,1,1,1,3,1,0,NA,1,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.1,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Pedro Augusto,28,M,FALSE,27,25,2,2,11,3,5,NA,90,37,6.8,10,0,0,0,13,0,0,1,2,NA,3,2,1,1,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Imanol Machuca,39,M,FALSE,15,12,1,0,2,0,0,NA,75,30,6,10,0,0,3,13,4,1,NA,1,1,0,1,0,0,1,0,0,2,NA,NA,0,NA,0,NA,1,NA,NA,0,0.23,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Luquinhas,18,M,FALSE,4,3,1,0,3,0,1,NA,38,9,6.6,5,0,0,2,5,0,0,NA,0,NA,0,0,0,1,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Juan Martín Lucero,9,F,FALSE,13,11,0,0,5,1,1,NA,90,26,6.8,11,0,0,8,24,2,2,1,3,2,1,2,1,0,3,1,0,0,NA,NA,1,NA,1,NA,0,NA,NA,0,0.09,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Santos,23,G,TRUE,5,4,2,1,0,0,0,3,64,7,6.8,1,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,2,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Moisés,21,M,TRUE,13,10,1,1,6,1,1,NA,64,22,7.3,6,0,0,0,7,2,2,1,0,1,2,1,0,0,3,1,1,0,NA,NA,0,NA,1,NA,0,NA,NA,0,0.12,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Zé Welison,17,M,TRUE,11,9,1,0,2,0,1,NA,27,13,5.9,1,0,0,0,6,0,0,1,2,NA,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Kauan Rodrigues,37,M,TRUE,9,8,1,1,1,0,1,NA,27,16,6.6,3,0,0,0,4,1,1,1,1,NA,0,0,1,0,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Titi,4,D,TRUE,4,4,0,0,3,2,0,NA,20,7,6.5,1,0,0,0,2,0,0,NA,0,NA,1,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Dudu,20,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Geilson Souza,27,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Marinho,11,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Kervin Andrade,77,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Lucas Sasha,88,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Pedro Rocha,32,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,9,away,Sport Recife,Fortaleza,Ilha do Retiro,Copa do Nordeste,1,1,Pepa,Juan Pablo Vojvoda,Thiago Galhardo,91,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Santos,23,G,FALSE,13,11,2,0,0,0,0,0,90,17,6.2,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Emanuel Brítez,19,D,FALSE,77,61,12,3,4,0,0,NA,90,90,6.7,12,1,1,2,5,0,0,NA,1,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Benjamin Kuscevic,13,D,FALSE,69,67,3,2,5,3,1,NA,90,77,7,0,0,0,0,2,0,0,2,1,NA,4,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Tomás Cardona,25,D,FALSE,80,74,9,6,4,2,0,NA,90,106,7.4,8,0,0,0,2,1,0,3,1,1,2,0,0,1,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Bruno Pacheco,6,D,FALSE,43,26,9,2,4,2,0,NA,90,54,6.2,16,4,2,0,7,1,0,NA,1,NA,2,2,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Pedro Augusto,28,M,FALSE,72,65,10,6,8,0,2,NA,90,83,7.1,8,0,0,2,7,0,0,2,3,NA,1,0,2,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Tomás Pochettino,7,M,FALSE,34,27,4,0,7,0,1,NA,75,49,7.2,12,2,0,3,6,3,2,NA,0,1,1,1,0,0,NA,0,0,1,NA,NA,0,1,0,NA,0,NA,NA,0,0.09,0.49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Lucas Sasha,88,M,FALSE,39,37,3,1,2,0,0,NA,85,43,6.2,2,0,0,2,9,2,0,1,0,1,0,2,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,1,NA,0,0.62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Kervin Andrade,77,M,FALSE,21,10,7,1,1,0,0,NA,75,32,6.3,10,1,0,0,11,1,0,NA,2,1,0,3,0,0,1,2,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0.12,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Yago Pikachu,22,F,FALSE,32,26,6,3,3,0,1,NA,90,41,8,9,5,2,1,3,0,0,NA,0,1,1,0,0,0,1,1,1,2,NA,NA,0,1,1,NA,0,NA,NA,0,0.13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Pedro Rocha,32,F,FALSE,15,12,1,1,2,0,0,NA,75,27,6.5,7,1,1,0,3,3,2,NA,2,2,0,0,0,0,NA,2,0,1,NA,NA,0,NA,0,NA,0,2,NA,0,1.07,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Luquinhas,18,M,TRUE,1,1,0,0,3,0,2,NA,26,6,6.5,2,0,0,1,3,2,1,NA,1,NA,0,0,0,0,NA,0,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Imanol Machuca,39,M,TRUE,12,7,0,0,4,0,0,NA,26,21,7,3,3,0,0,2,2,2,NA,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Juan Martín Lucero,9,F,TRUE,5,5,0,0,0,0,0,NA,26,7,6.5,1,0,0,1,1,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Kauan Rodrigues,37,M,TRUE,9,6,1,0,0,0,0,NA,16,13,6.3,5,0,0,1,6,0,0,NA,1,NA,0,0,0,0,1,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Marinho,11,F,TRUE,2,2,0,0,2,0,0,NA,10,6,6.8,0,0,0,0,1,1,1,NA,0,NA,0,0,0,0,NA,0,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,João Ricardo,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Geilson Souza,27,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Tinga,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Matheus Rossetto,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Zé Welison,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Moisés,21,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,11,away,Botafogo-PB,Fortaleza,Estadio Jose Americo de Almeida Filho,Copa do Nordeste,1,1,Evaristo Piza,Juan Pablo Vojvoda,Thiago Galhardo,91,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,João Ricardo,1,G,FALSE,9,8,1,0,0,0,0,2,90,9,6.7,1,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,1,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Tinga,2,D,FALSE,50,37,5,1,12,3,0,NA,90,76,8,15,4,1,5,7,5,5,2,0,3,6,1,0,0,NA,0,0,1,NA,NA,1,NA,0,NA,0,NA,NA,0,0.11,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Benjamin Kuscevic,13,D,FALSE,38,36,0,0,4,1,0,NA,90,51,6.7,5,0,0,2,6,1,0,2,0,NA,3,2,0,0,NA,0,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Tomás Cardona,25,D,FALSE,59,51,6,2,12,5,1,NA,90,87,7.4,13,0,0,1,7,2,2,1,1,NA,5,1,0,0,NA,0,0,3,NA,NA,0,NA,0,NA,0,NA,NA,0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Bruno Pacheco,6,D,FALSE,30,24,3,2,7,0,2,NA,71,42,6.7,7,5,1,0,5,0,0,NA,4,1,1,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Kauan Rodrigues,37,M,FALSE,58,49,8,3,7,1,2,NA,90,74,7.6,9,1,0,3,10,1,1,1,2,2,3,1,2,0,NA,0,0,0,NA,NA,0,1,0,NA,0,NA,NA,0,0,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Marinho,11,M,FALSE,18,17,0,0,10,0,5,NA,76,39,7.8,7,0,0,6,12,5,4,NA,1,2,1,1,1,0,NA,1,0,1,NA,NA,0,1,0,NA,0,NA,NA,0,0.26,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Tomás Pochettino,7,M,FALSE,22,18,0,0,2,0,0,NA,47,35,7.2,6,3,1,1,4,3,2,NA,0,3,0,0,0,0,1,1,0,1,NA,NA,0,NA,0,NA,0,NA,NA,0,0.05,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Zé Welison,17,M,FALSE,53,43,9,5,10,0,1,NA,90,71,7.6,14,1,0,3,11,3,3,2,3,1,4,1,1,0,NA,0,0,4,NA,NA,0,NA,0,NA,0,NA,NA,0,0.18,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Imanol Machuca,39,M,FALSE,17,16,0,0,4,0,0,NA,47,24,6.5,3,0,0,1,7,1,1,NA,2,1,0,1,2,0,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,NA,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Juan Martín Lucero,9,F,FALSE,9,7,0,0,3,0,1,NA,90,16,6.9,4,0,0,2,5,0,0,NA,0,1,2,0,1,0,NA,2,1,1,NA,NA,0,NA,0,NA,0,2,NA,0,1.39,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Kervin Andrade,77,M,TRUE,9,8,0,0,4,0,0,NA,51,18,6.5,5,1,0,1,4,0,0,NA,0,NA,2,0,0,0,1,0,0,2,NA,NA,0,NA,1,NA,0,1,NA,0,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fortaleza,2024,12,away,Maracanã,Fortaleza,Estadio Municipal de Maracana,"Cearense, Serie A, Playoffs",1,1,José Gerardo Moreira Rocha Júnior,Juan Pablo Vojvoda,Moisés,21,M,TRUE,14,11,1,0,7,0,2,NA,51,29,7.2,4,0,0,1,6,2,2,NA,1,NA,3,1,0,0,NA,1,0,3,NA,NA,0,NA,0,NA,0,NA,NA,0,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
