time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_good_high_claim,statistics_error_lead_to_a_shot,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_blocked_scoring_attempt,statistics_big_chance_missed,statistics_hit_woodwork,statistics_penalty_miss,statistics_penalty_conceded,statistics_penalty_won,statistics_punches,statistics_goals_prevented,statistics_last_man_tackle,statistics_clearance_off_line,statistics_error_lead_to_a_goal,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_save
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Gabriel Grando,12,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Gustavo Martins,53,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Natã,36,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Gustavinho,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Lucas Silva,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Gabriel Silva,59,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,11,away,Campinense,Grêmio,O Amigão,Copa do Brasil,0,2,Francisco Diá,Renato Portaluppi,Thaciano,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Adriel,31,G,FALSE,NA,22,19,10,7,1,0,0,3,4,90,23,7.5,2,0,0,0,0,0,0,NA,0,NA,1,0,0,0,NA,0,0,0,2,0,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Fábio,2,D,FALSE,NA,22,16,1,1,5,1,1,NA,NA,66,27,6.8,6,4,1,1,6,2,2,1,0,NA,2,4,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Bruno Alves,34,D,FALSE,NA,33,26,7,2,9,2,0,NA,NA,90,39,6.8,8,0,0,3,6,0,0,2,0,NA,4,1,0,1,NA,0,0,0,NA,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Walter Kannemann,4,D,FALSE,TRUE,31,25,4,0,12,2,2,NA,NA,90,36,6.9,9,0,0,2,11,0,0,3,3,NA,5,2,3,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Reinaldo,22,D,FALSE,NA,53,36,3,1,5,3,2,NA,NA,90,59,7.1,15,6,1,0,5,1,1,1,0,1,2,0,0,0,1,0,0,1,NA,NA,0,NA,0,NA,1,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Mathias Villasanti,20,M,FALSE,NA,12,11,2,1,1,0,0,NA,NA,15,12,6.5,1,0,0,0,2,0,0,NA,1,NA,1,1,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Pepê,23,M,FALSE,NA,41,37,5,3,9,1,1,NA,NA,80,54,7.2,9,1,1,2,11,3,1,1,2,2,1,2,1,0,1,1,0,0,NA,NA,0,NA,1,NA,1,0,0.02,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Bitello,39,M,FALSE,NA,43,35,3,0,5,0,2,NA,NA,90,59,6.9,12,2,1,0,15,2,1,1,2,1,0,1,1,1,2,0,0,2,NA,NA,0,1,0,NA,0,0,0.58,0.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Franco Cristaldo,19,M,FALSE,NA,45,38,1,0,5,0,2,NA,NA,80,63,7.8,7,4,2,1,12,1,1,1,1,3,1,0,0,0,NA,1,0,0,NA,NA,1,NA,0,NA,0,0,0.08,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Vina,11,M,FALSE,NA,28,23,2,1,1,0,0,NA,NA,66,34,7.6,8,1,0,1,6,0,0,NA,1,2,0,1,3,0,NA,1,1,2,NA,NA,0,NA,0,NA,0,0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Luis Suárez,9,F,FALSE,NA,33,24,0,0,4,1,0,NA,NA,90,52,6.8,16,3,0,4,14,4,1,NA,1,1,0,0,1,0,2,0,0,2,NA,NA,0,NA,0,NA,0,0,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Felipe Carballo,8,M,TRUE,NA,31,27,4,2,5,1,1,NA,NA,83,42,7.8,3,0,0,0,4,2,2,2,0,NA,0,0,0,0,NA,1,1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,João Pedro,18,D,TRUE,NA,16,13,2,2,3,1,0,NA,NA,33,22,6.6,3,2,0,0,5,2,1,1,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Ferreira,10,M,TRUE,NA,14,13,1,0,1,0,0,NA,NA,33,23,6.1,5,0,0,2,9,1,0,NA,1,NA,0,0,0,0,NA,0,0,1,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Thiago Santos,5,M,TRUE,NA,4,3,1,0,4,0,1,NA,NA,20,7,6.2,0,0,0,2,7,0,0,NA,2,NA,2,3,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Thaciano,28,M,TRUE,NA,3,3,0,0,5,0,1,NA,NA,20,8,6.6,2,0,0,2,7,2,2,NA,1,NA,1,1,0,0,NA,0,0,1,NA,NA,0,NA,0,NA,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Brenno,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Diogo Barbosa,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Gustavo Martins,53,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Bruno Uvini,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Lucas Silva,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Everton Galdino,13,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,12,home,Grêmio,Internacional,Arena do Grêmio,Gaúcho,2,1,Renato Portaluppi,Roger Machado,Diego Souza,29,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Brenno,1,G,FALSE,NA,27,19,14,6,1,1,0,2,5,90,31,8.2,11,0,0,0,1,0,0,1,0,NA,1,0,0,0,NA,0,0,0,2,0,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,João Pedro,18,D,FALSE,NA,41,32,7,4,7,2,2,NA,NA,90,52,6.8,16,1,1,2,14,2,1,1,2,NA,2,2,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Gustavo Martins,53,D,FALSE,NA,49,36,8,3,10,6,0,NA,NA,90,56,6.7,10,0,0,1,10,1,0,NA,2,NA,2,2,0,1,NA,0,0,0,NA,NA,0,NA,0,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Bruno Uvini,15,D,FALSE,NA,19,11,2,0,3,3,0,NA,NA,90,28,7,8,0,0,3,11,0,0,1,1,NA,1,2,0,2,NA,0,0,1,NA,NA,0,NA,0,NA,0,0,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Diogo Barbosa,6,D,FALSE,NA,24,19,1,0,12,2,2,NA,NA,90,34,6.7,14,2,0,1,10,3,1,2,1,NA,5,2,0,0,1,0,0,0,NA,NA,0,NA,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Lucas Silva,16,M,FALSE,NA,44,39,1,0,4,0,0,NA,NA,90,59,7,7,0,0,1,8,2,2,1,1,NA,0,0,0,0,1,0,0,1,NA,NA,0,NA,0,NA,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Darlan,37,M,FALSE,NA,48,39,5,3,7,3,1,NA,NA,90,62,6.7,12,0,0,2,15,0,0,NA,2,1,2,3,0,1,2,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Gustavinho,17,M,FALSE,NA,17,15,0,0,3,2,0,NA,NA,49,25,6.4,5,0,0,0,13,2,2,NA,1,NA,0,2,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Gabriel Silva,59,M,FALSE,NA,15,13,1,1,1,0,0,NA,NA,49,17,6.2,4,0,0,1,6,0,0,NA,0,NA,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Everton Galdino,13,M,FALSE,NA,14,13,0,0,4,2,0,NA,NA,49,29,7.1,4,1,1,3,10,5,2,3,0,1,0,1,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Diego Souza,29,F,FALSE,NA,9,5,0,0,9,1,1,NA,NA,90,16,6.8,7,1,0,4,13,1,1,NA,0,1,4,0,0,0,1,0,0,1,NA,NA,0,NA,0,NA,0,0,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Zinho Hoffmann,48,M,TRUE,NA,16,13,3,2,13,0,1,NA,NA,49,36,7.5,4,2,1,1,10,8,7,1,0,NA,0,2,0,0,2,1,0,1,NA,NA,0,NA,0,NA,0,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Kauan Kelvin Magalhaes da Silva,50,M,TRUE,NA,14,11,2,1,5,1,2,NA,NA,49,23,6.6,7,0,0,3,9,2,2,1,0,NA,1,1,0,0,1,0,0,1,NA,NA,0,NA,0,NA,1,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Rubens Tadeu,47,M,TRUE,NA,14,10,0,0,9,1,0,NA,NA,49,26,6.9,5,4,1,0,13,6,4,NA,2,1,0,2,1,0,1,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Thomas Luciano,58,D,TRUE,NA,0,0,0,0,1,0,0,NA,NA,6,NA,NA,2,0,0,0,1,0,0,NA,1,NA,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Natã,36,M,TRUE,NA,1,1,0,0,0,0,0,NA,NA,6,1,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Felipe Scheibig,41,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Cuiabano,54,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Zé Guilherme,46,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,João Pedro Ramos,43,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Ronald,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Lucas Milla,45,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,13,away,Ypiranga,Grêmio,Colosso da Lagoa,Gaúcho,0,0,NA,Renato Portaluppi,Pedro Clemente,49,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,14,home,Grêmio,Ferroviário,Arena do Grêmio,Copa do Brasil,3,0,Renato Portaluppi,Ranielle Ribeiro,Adriel,31,G,FALSE,NA,18,12,10,5,NA,NA,NA,2,2,90,23,7.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,14,home,Grêmio,Ferroviário,Arena do Grêmio,Copa do Brasil,3,0,Renato Portaluppi,Ranielle Ribeiro,Fábio,2,D,FALSE,NA,26,20,4,3,2,NA,NA,NA,NA,75,43,7.1,7,1,1,1,2,1,1,1,NA,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,14,home,Grêmio,Ferroviário,Arena do Grêmio,Copa do Brasil,3,0,Renato Portaluppi,Ranielle Ribeiro,Bruno Alves,34,D,FALSE,NA,40,32,5,NA,2,2,NA,NA,NA,90,48,7.5,10,NA,NA,1,4,NA,NA,2,3,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,14,home,Grêmio,Ferroviário,Arena do Grêmio,Copa do Brasil,3,0,Renato Portaluppi,Ranielle Ribeiro,Walter Kannemann,4,D,FALSE,TRUE,39,36,5,3,2,5,2,NA,NA,90,48,7.3,3,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
