time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_saved_shots_from_inside_the_box,statistics_big_chance_missed,statistics_penalty_won,statistics_good_high_claim,statistics_hit_woodwork,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_miss,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_clearance_off_line,statistics_own_goals,statistics_error_lead_to_a_goal,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Luan Garcia,13,D,FALSE,TRUE,10,8,1,NA,1,2,NA,NA,28,14,6.8,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Gustavo Gómez,15,D,FALSE,NA,33,22,8,2,9,4,2,NA,90,49,7.5,12,1,NA,1,2,NA,NA,2,NA,NA,4,1,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Victor Luis,26,D,FALSE,NA,34,26,5,1,1,NA,1,NA,90,46,7,11,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Thiago Santos,5,M,FALSE,NA,25,21,5,3,6,2,1,NA,90,41,7,6,NA,NA,NA,5,NA,NA,2,2,NA,2,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Moisés,10,M,FALSE,NA,31,28,1,NA,4,1,2,NA,78,43,6.8,8,NA,NA,NA,3,NA,NA,1,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Felipe Pires,27,M,FALSE,NA,14,13,1,1,5,NA,2,NA,90,34,7.1,12,5,2,NA,5,6,2,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Raphael Veiga,23,M,FALSE,NA,20,14,2,1,6,1,4,NA,71,35,6.6,12,4,NA,1,4,1,1,NA,1,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Dudu,7,M,FALSE,NA,20,13,3,1,5,NA,4,NA,90,45,7,20,10,4,1,5,2,NA,NA,2,2,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Miguel Borja,9,F,FALSE,NA,10,7,NA,NA,4,NA,NA,NA,90,22,6.5,7,2,1,8,10,NA,NA,1,2,NA,4,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Antônio Carlos,25,D,TRUE,NA,18,9,4,1,1,NA,NA,NA,62,23,6.3,11,NA,NA,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Ricardo Goulart,11,M,TRUE,NA,9,8,NA,NA,1,NA,1,NA,19,11,6.3,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Bruno Henrique,19,M,TRUE,NA,14,14,3,3,1,NA,1,NA,12,17,6.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Fernando Prass,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Felipe Melo,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Edu Dracena,3,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Jean,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Diogo Barbosa,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Mayke,12,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Lucas Lima,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Zé Rafael,8,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,8,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1,0,0,Abel Ferreira,Fábio Carille,Carlos Eduardo,37,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Weverton,21,G,FALSE,NA,16,7,14,5,NA,3,NA,1,90,22,6.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Mayke,12,D,FALSE,NA,39,28,6,1,6,1,NA,NA,90,63,7.2,15,3,2,1,5,1,NA,3,1,1,NA,1,6,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Antônio Carlos,25,D,FALSE,NA,53,46,7,2,4,4,NA,NA,90,64,6.7,7,NA,NA,2,3,NA,NA,4,1,NA,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Edu Dracena,3,D,FALSE,NA,33,28,6,2,2,1,1,NA,90,40,6.6,6,NA,NA,3,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Diogo Barbosa,6,D,FALSE,NA,34,26,5,2,6,1,1,NA,90,59,6.6,15,2,NA,1,7,2,NA,3,4,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Felipe Melo,30,M,FALSE,NA,62,54,10,4,11,1,5,NA,90,80,6.8,10,NA,NA,NA,8,2,1,4,4,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Bruno Henrique,19,M,FALSE,TRUE,66,61,5,4,3,1,1,NA,79,78,7.3,7,1,1,1,3,2,1,NA,1,3,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Carlos Eduardo,37,M,FALSE,NA,15,10,1,NA,5,NA,1,NA,71,35,6.5,17,2,NA,1,7,4,1,1,3,2,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Ricardo Goulart,11,M,FALSE,NA,44,37,2,2,4,1,NA,NA,90,52,9.3,7,NA,NA,2,3,NA,NA,1,NA,3,4,1,NA,NA,1,NA,3,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Dudu,7,M,FALSE,NA,30,25,2,1,7,NA,3,NA,90,57,7.5,17,10,3,NA,2,4,3,NA,1,3,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Miguel Borja,9,F,FALSE,NA,10,4,NA,NA,2,NA,NA,NA,59,16,7.3,7,NA,NA,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Thiago Santos,5,M,TRUE,NA,13,13,1,1,1,NA,1,NA,31,16,6.3,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Felipe Pires,27,M,TRUE,NA,6,5,NA,NA,NA,NA,NA,NA,19,9,6.1,3,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Lucas Lima,20,M,TRUE,NA,10,8,NA,NA,1,NA,1,NA,11,12,6.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Fernando Prass,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Jailson,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Marcos Rocha,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Jean,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Gustavo Gómez,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Victor Luis,26,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Raphael Veiga,23,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,9,home,Palmeiras,Ituano,Allianz Parque,Paulista Série A1,3,2,Abel Ferreira,Alberto Valentim,Zé Rafael,8,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Weverton,21,G,FALSE,NA,18,7,17,6,NA,NA,NA,4,90,25,7.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Marcos Rocha,2,D,FALSE,NA,34,22,11,4,9,3,3,NA,90,61,8,18,NA,NA,NA,6,1,1,7,2,NA,1,3,4,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Antônio Carlos,25,D,FALSE,NA,21,15,9,3,3,2,1,NA,90,30,7.3,7,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Gustavo Gómez,15,D,FALSE,NA,22,16,5,2,2,7,1,NA,90,31,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Victor Luis,26,D,FALSE,NA,19,12,8,3,3,NA,NA,NA,90,38,6.9,13,2,NA,NA,2,NA,NA,1,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Felipe Melo,30,M,FALSE,NA,24,19,5,3,3,1,2,NA,90,39,6.9,6,NA,NA,NA,7,NA,NA,7,1,NA,NA,5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Bruno Henrique,19,M,FALSE,TRUE,29,24,7,5,7,2,3,NA,83,44,7.2,7,NA,NA,1,4,NA,NA,NA,3,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Gustavo Scarpa,14,M,FALSE,NA,33,22,3,1,5,NA,2,NA,90,53,7.2,21,3,NA,1,8,4,2,2,1,NA,1,1,NA,NA,NA,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Ricardo Goulart,11,M,FALSE,NA,19,12,NA,NA,2,NA,NA,NA,64,26,6.5,10,NA,NA,1,3,NA,NA,NA,2,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Dudu,7,M,FALSE,NA,21,17,2,1,4,NA,4,NA,72,35,7.4,10,3,1,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2019,10,away,Junior Barranquilla,Palmeiras,Estadio Metropolitano Roberto Melendez,"Copa Libertadores, Group F",0,2,Arturo Reyes,Abel Ferreira,Miguel Borja,9,F,FALSE,NA,23,17,NA,NA,7,NA,2,NA,90,35,7.1,10,NA,NA,3,4,1,1,NA,1,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
