time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_total_offside,statistics_hit_woodwork,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_big_chance_created,statistics_big_chance_missed,statistics_error_lead_to_a_goal,statistics_penalty_won,statistics_penalty_miss,statistics_good_high_claim,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_goal,statistics_clearance_off_line,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_penalty_shootout_save,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists,statistics_penalty_shootout_miss,statistics_own_goals
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Matheus Donelli,32,G,FALSE,NA,15,13,4,2,NA,NA,NA,NA,1,90,20,6.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Fagner,23,D,FALSE,NA,55,44,6,5,5,1,NA,NA,NA,90,86,6.6,19,4,1,NA,8,4,NA,NA,3,NA,2,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,João Victor,33,D,FALSE,NA,70,61,5,1,4,3,NA,NA,NA,90,81,6,11,NA,NA,NA,7,1,NA,NA,4,NA,3,1,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Gil,4,D,FALSE,TRUE,66,63,6,5,2,8,NA,NA,NA,90,77,7,3,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Lucas Piton,6,D,FALSE,NA,53,42,5,1,3,1,NA,NA,NA,90,71,6.6,15,5,2,2,4,1,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Giuliano,11,M,FALSE,NA,39,33,4,3,2,1,NA,NA,NA,72,54,7.2,10,NA,NA,NA,2,1,1,NA,NA,3,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Du Queiroz,37,M,FALSE,NA,36,33,4,4,1,1,NA,NA,NA,80,42,6.6,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Renato Augusto,8,M,FALSE,NA,48,45,2,2,6,NA,2,NA,NA,90,66,6.9,12,2,NA,2,7,3,1,NA,2,3,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Gabriel Pereira,38,F,FALSE,NA,23,20,NA,NA,3,1,1,NA,NA,64,40,7.3,9,8,2,1,1,1,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Gustavo Mantuan,31,F,FALSE,NA,7,6,NA,NA,NA,NA,NA,NA,NA,45,11,6.4,3,NA,NA,2,4,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Róger Guedes,9,F,FALSE,NA,23,17,1,1,5,NA,3,NA,NA,90,35,7,10,2,NA,2,4,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Jô,77,F,TRUE,NA,13,10,NA,NA,4,NA,NA,NA,NA,45,18,7.3,4,NA,NA,NA,3,1,NA,NA,2,1,4,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Gustavo Silva,19,F,TRUE,NA,11,8,1,NA,5,1,NA,NA,NA,26,29,6.9,10,5,2,NA,3,6,3,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Paulinho,15,M,TRUE,NA,10,8,NA,NA,2,NA,1,NA,NA,18,12,6.7,2,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Adson,28,M,TRUE,NA,8,8,NA,NA,NA,NA,NA,NA,NA,10,8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Carlos Miguel,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Fábio Santos,26,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Raul Gustavo,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,João Pedro,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Roni,29,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Xavier,39,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Gabriel Girotto,5,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,3,home,Corinthians,Santos,Neo Química Arena,Paulista Série A1,1,2,Ramón Díaz,Fábio Carille,Luan,7,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Cássio,12,G,FALSE,TRUE,12,7,5,NA,NA,1,NA,3,4,90,28,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Fagner,23,D,FALSE,NA,76,67,6,4,4,NA,2,NA,NA,90,91,6.8,11,NA,NA,1,3,2,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,João Victor,33,D,FALSE,NA,82,75,17,14,3,3,1,NA,NA,90,91,7.2,8,NA,NA,NA,2,NA,NA,2,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Gil,4,D,FALSE,NA,56,54,4,4,2,1,NA,NA,NA,90,68,6.9,3,NA,NA,NA,3,NA,NA,3,1,NA,NA,1,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Fábio Santos,26,D,FALSE,NA,120,108,9,7,5,1,1,NA,NA,90,141,7.5,15,2,NA,NA,3,NA,NA,NA,2,1,3,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Paulinho,15,M,FALSE,NA,55,53,2,2,4,NA,1,NA,NA,85,63,7.6,3,NA,NA,NA,2,1,1,2,1,NA,2,1,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Victor Cantillo,24,M,FALSE,NA,55,51,11,9,2,NA,NA,NA,NA,45,58,7,4,1,1,NA,2,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Renato Augusto,8,M,FALSE,NA,85,80,11,11,4,NA,4,NA,NA,90,97,6.8,9,3,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Gustavo Silva,19,F,FALSE,NA,14,11,2,2,1,NA,1,NA,NA,60,23,6.5,9,3,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Jô,77,F,FALSE,NA,20,18,NA,NA,2,1,NA,NA,NA,71,25,7,4,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Róger Guedes,9,F,FALSE,NA,54,47,2,2,6,NA,4,NA,NA,90,71,7.9,14,4,NA,1,3,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Giuliano,11,M,TRUE,NA,32,30,2,2,1,NA,NA,NA,NA,45,38,7.3,3,NA,NA,NA,2,NA,NA,2,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Willian,10,F,TRUE,NA,17,17,1,1,4,NA,2,NA,NA,30,27,6.7,4,NA,NA,NA,2,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Gabriel Pereira,38,M,TRUE,NA,13,10,1,NA,3,NA,1,NA,NA,19,21,7,7,3,1,NA,2,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Du Queiroz,37,M,TRUE,NA,11,9,NA,NA,NA,NA,NA,NA,NA,11,11,6.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Matheus Donelli,32,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Lucas Piton,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,João Pedro,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Raul Gustavo,34,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Adson,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Roni,29,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Gustavo Mantuan,31,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,4,away,Ituano,Corinthians,Estadio Municipal Doutor Novelli Junior,Paulista Série A1,2,3,Chico Elias,Ramón Díaz,Luan,7,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Cássio,12,G,FALSE,TRUE,23,16,11,4,1,1,NA,3,4,90,33,7.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Fagner,23,D,FALSE,NA,38,29,2,1,4,2,1,NA,NA,64,54,7.3,11,NA,NA,NA,1,NA,NA,2,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,João Victor,33,D,FALSE,NA,56,49,4,2,5,4,2,NA,NA,90,68,6.8,8,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Gil,4,D,FALSE,NA,52,48,3,NA,4,3,NA,NA,NA,90,68,7.5,5,NA,NA,2,3,NA,NA,4,NA,NA,1,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Lucas Piton,6,D,FALSE,NA,54,48,4,2,NA,4,NA,NA,NA,90,71,6.5,8,1,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Paulinho,15,M,FALSE,NA,26,18,2,NA,5,NA,1,NA,NA,86,42,7.1,13,1,NA,7,12,2,2,2,2,1,1,NA,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Du Queiroz,37,M,FALSE,NA,45,35,3,2,2,1,NA,NA,NA,90,59,6.7,14,NA,NA,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Renato Augusto,8,M,FALSE,NA,46,41,1,1,3,NA,1,NA,NA,90,63,8,13,8,2,NA,1,1,NA,2,NA,2,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,5,home,Corinthians,Mirassol,Neo Química Arena,Paulista Série A1,2,1,Ramón Díaz,Mozart Santos,Giuliano,11,F,FALSE,NA,37,35,NA,NA,1,NA,NA,NA,NA,86,43,7,7,1,NA,NA,3,NA,NA,1,1,3,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
